question_id,question,expected_answer,expected_source,expected_section,answerable,retrieved_chunks,generated_answer,retrieval_relevance,answer_correctness,groundedness,hallucination,retrieved_source_documents,evaluation_status,source_attribution,answer_correctness_score,groundedness_score,completeness_score,retrieved_chunk_count,quality_status
Q088,What authentication method must be enabled for systems that require it?,Multi-factor authentication.,IT_Security_Policy.docx,2–3. Password Protection and MFA,Yes,IT_Security_Policy.docx | IT_Security_Policy.docx_chunk_0009 || IT_Security_Policy.docx | IT_Security_Policy.docx_chunk_0008 || Acceptable_Use_Policy.docx | Acceptable_Use_Policy.docx_chunk_0000,"Based on the *IT_Security_Policy.docx*, multi-factor authentication must be enabled for systems that require it under the organization's security standards.",0.5520 || 0.4467 || 0.3121,,,,IT_Security_Policy.docx || IT_Security_Policy.docx || Acceptable_Use_Policy.docx,SUCCESS,1.0,0.8163072764873505,1.0,1.0,3,PASS
Q089,When must multi-factor authentication be enabled?,For systems that require it under the organization's security standards.,IT_Security_Policy.docx,2–3. Password Protection and MFA,Yes,IT_Security_Policy.docx | IT_Security_Policy.docx_chunk_0009 || IT_Security_Policy.docx | IT_Security_Policy.docx_chunk_0008 || Work_From_Home_Policy.docx | Work_From_Home_Policy.docx_chunk_0019,"According to the *IT_Security_Policy.docx* (Source 1 and Source 2), multi-factor authentication must be enabled for systems that require it under the organization's security standards.",0.7704 || 0.4945 || 0.2558,,,,IT_Security_Policy.docx || IT_Security_Policy.docx || Work_From_Home_Policy.docx,SUCCESS,1.0,0.6991212666034698,1.0,0.0,3,PASS
Q090,What does the policy require about password sharing?,Employees must not share passwords with other people.,IT_Security_Policy.docx,2–3. Password Protection and MFA,Yes,IT_Security_Policy.docx | IT_Security_Policy.docx_chunk_0008 || IT_Security_Policy.docx | IT_Security_Policy.docx_chunk_0009 || Acceptable_Use_Policy.docx | Acceptable_Use_Policy.docx_chunk_0000,"Based on the *IT_Security_Policy.docx*, employees must not share passwords with other people.",0.6289 || 0.4672 || 0.3755,,,,IT_Security_Policy.docx || IT_Security_Policy.docx || Acceptable_Use_Policy.docx,SUCCESS,1.0,0.9010122418403625,1.0,1.0,3,PASS
Q091,What security controls must employees use on company devices?,Approved security controls.,IT_Security_Policy.docx,4–5. Device Security and Incidents,Yes,IT_Security_Policy.docx | IT_Security_Policy.docx_chunk_0009 || Acceptable_Use_Policy.docx | Acceptable_Use_Policy.docx_chunk_0001 || Acceptable_Use_Policy.docx | Acceptable_Use_Policy.docx_chunk_0000,"Based on the provided documents, employees must use approved security controls on company devices and should lock their devices when leaving them unattended (Source 1, *IT_Security_Policy.docx*).",0.6426 || 0.6405 || 0.5699,,,,IT_Security_Policy.docx || Acceptable_Use_Policy.docx || Acceptable_Use_Policy.docx,SUCCESS,1.0,0.7401646822690964,1.0,1.0,3,PASS
Q092,What should employees do when leaving their devices unattended?,They should lock their devices.,IT_Security_Policy.docx,4–5. Device Security and Incidents,Yes,Leave_Policy.docx | Leave_Policy.docx_chunk_0011 || Attendance_Policy.docx | Attendance_Policy.docx_chunk_0004 || IT_Security_Policy.docx | IT_Security_Policy.docx_chunk_0009,"According to the *IT_Security_Policy.docx*, employees should lock their devices when leaving them unattended (Device Security section).",0.5190 || 0.4600 || 0.4223,,,,Leave_Policy.docx || Attendance_Policy.docx || IT_Security_Policy.docx,SUCCESS,1.0,0.8420922160148621,1.0,1.0,3,PASS
Q093,What types of security incidents must be reported promptly?,"Suspected phishing, malware, unauthorized access, or loss of company devices.",IT_Security_Policy.docx,4–5. Device Security and Incidents,Yes,IT_Security_Policy.docx | IT_Security_Policy.docx_chunk_0009 || Employee_Handbook.docx | Employee_Handbook.docx_chunk_0007 || Acceptable_Use_Policy.docx | Acceptable_Use_Policy.docx_chunk_0002,"Based on the IT Security Policy (`IT_Security_Policy.docx`), the security incidents that must be reported promptly are:

* Suspected phishing
* Malware
* Unauthorized access
* Loss of company devices",0.4694 || 0.4561 || 0.4551,,,,IT_Security_Policy.docx || Employee_Handbook.docx || Acceptable_Use_Policy.docx,SUCCESS,1.0,0.8419625759124756,1.0,1.0,3,PASS
Q094,Who should receive reports of suspected phishing or malware?,The IT security team.,IT_Security_Policy.docx,4–5. Device Security and Incidents,Yes,IT_Security_Policy.docx | IT_Security_Policy.docx_chunk_0009 || Acceptable_Use_Policy.docx | Acceptable_Use_Policy.docx_chunk_0001 || Acceptable_Use_Policy.docx | Acceptable_Use_Policy.docx_chunk_0002,"Based on *IT_Security_Policy.docx*, suspected phishing or malware must be reported promptly to the IT security team.",0.3292 || 0.3050 || 0.2570,,,,IT_Security_Policy.docx || Acceptable_Use_Policy.docx || Acceptable_Use_Policy.docx,SUCCESS,1.0,0.6885090172290802,0.0,0.0,3,PASS
Q095,Must loss of a company device be reported?,"Yes, it must be reported promptly.",IT_Security_Policy.docx,4–5. Device Security and Incidents,Yes,Acceptable_Use_Policy.docx | Acceptable_Use_Policy.docx_chunk_0001 || Acceptable_Use_Policy.docx | Acceptable_Use_Policy.docx_chunk_0002 || IT_Security_Policy.docx | IT_Security_Policy.docx_chunk_0009,"Yes, the loss of a company device must be reported promptly to the IT security team (Source 3: `IT_Security_Policy.docx`).",0.4044 || 0.3537 || 0.3201,,,,Acceptable_Use_Policy.docx || Acceptable_Use_Policy.docx || IT_Security_Policy.docx,SUCCESS,1.0,1.0,1.0,1.0,3,PASS
Q096,What should company systems and network resources primarily be used for?,Authorized business activities.,Acceptable_Use_Policy.docx,1–2. Appropriate and Prohibited Use,Yes,Acceptable_Use_Policy.docx | Acceptable_Use_Policy.docx_chunk_0000 || Acceptable_Use_Policy.docx | Acceptable_Use_Policy.docx_chunk_0001 || Acceptable_Use_Policy.docx | Acceptable_Use_Policy.docx_chunk_0002,"Based on the *Acceptable_Use_Policy.docx* document, company systems and network resources should primarily be used for authorized business activities.",0.5921 || 0.5200 || 0.4307,,,,Acceptable_Use_Policy.docx || Acceptable_Use_Policy.docx || Acceptable_Use_Policy.docx,SUCCESS,1.0,0.7767372727394104,1.0,1.0,3,PASS
Q097,Is unauthorized access to company systems prohibited?,Yes.,Acceptable_Use_Policy.docx,1–2. Appropriate and Prohibited Use,Yes,Acceptable_Use_Policy.docx | Acceptable_Use_Policy.docx_chunk_0001 || Acceptable_Use_Policy.docx | Acceptable_Use_Policy.docx_chunk_0000 || Acceptable_Use_Policy.docx | Acceptable_Use_Policy.docx_chunk_0002,"Yes, unauthorized access to company systems is prohibited (Acceptable_Use_Policy.docx).",0.5702 || 0.5431 || 0.4859,,,,Acceptable_Use_Policy.docx || Acceptable_Use_Policy.docx || Acceptable_Use_Policy.docx,SUCCESS,1.0,1.0,1.0,0.0,3,PASS
Q098,Is bypassing security controls prohibited?,Yes.,Acceptable_Use_Policy.docx,1–2. Appropriate and Prohibited Use,Yes,IT_Security_Policy.docx | IT_Security_Policy.docx_chunk_0009 || Acceptable_Use_Policy.docx | Acceptable_Use_Policy.docx_chunk_0000 || Acceptable_Use_Policy.docx | Acceptable_Use_Policy.docx_chunk_0001,"Yes, bypassing security controls is prohibited according to section 2 of the *Acceptable_Use_Policy.docx*.",0.4378 || 0.3290 || 0.3165,,,,IT_Security_Policy.docx || Acceptable_Use_Policy.docx || Acceptable_Use_Policy.docx,SUCCESS,1.0,1.0,0.0,0.0,3,PASS
Q099,Can employees install unauthorized software on company devices?,No. Installing unauthorized software is prohibited.,Acceptable_Use_Policy.docx,1–2. Appropriate and Prohibited Use,Yes,Acceptable_Use_Policy.docx | Acceptable_Use_Policy.docx_chunk_0001 || Acceptable_Use_Policy.docx | Acceptable_Use_Policy.docx_chunk_0000 || IT_Security_Policy.docx | IT_Security_Policy.docx_chunk_0009,"No, employees cannot install unauthorized software on company devices. According to the *Acceptable_Use_Policy.docx*, installing unauthorized software on company devices is listed as a prohibited activity, and employees must obtain appropriate approval before installing software that is not provided or approved by the organization.",0.6873 || 0.4923 || 0.4279,,,,Acceptable_Use_Policy.docx || Acceptable_Use_Policy.docx || IT_Security_Policy.docx,SUCCESS,1.0,1.0,1.0,0.5,3,PASS
Q100,Is using company systems for illegal activities allowed?,No.,Acceptable_Use_Policy.docx,1–2. Appropriate and Prohibited Use,Yes,Acceptable_Use_Policy.docx | Acceptable_Use_Policy.docx_chunk_0001 || Acceptable_Use_Policy.docx | Acceptable_Use_Policy.docx_chunk_0000 || Acceptable_Use_Policy.docx | Acceptable_Use_Policy.docx_chunk_0002,"No, using company systems for illegal activities is prohibited (*Acceptable_Use_Policy.docx*).",0.6361 || 0.6077 || 0.4900,,,,Acceptable_Use_Policy.docx || Acceptable_Use_Policy.docx || Acceptable_Use_Policy.docx,SUCCESS,1.0,1.0,1.0,0.0,3,PASS
Q101,Can confidential information be shared with unauthorized parties?,No. Sharing confidential information with unauthorized parties is prohibited.,Acceptable_Use_Policy.docx,2. Prohibited Activities,Yes,IT_Security_Policy.docx | IT_Security_Policy.docx_chunk_0009 || Acceptable_Use_Policy.docx | Acceptable_Use_Policy.docx_chunk_0001 || Acceptable_Use_Policy.docx | Acceptable_Use_Policy.docx_chunk_0002,"Based on the provided documents, sharing confidential information with unauthorized parties is prohibited (Acceptable_Use_Policy.docx).",0.3247 || 0.3135 || 0.2762,,,,IT_Security_Policy.docx || Acceptable_Use_Policy.docx || Acceptable_Use_Policy.docx,SUCCESS,1.0,1.0,0.0,0.5,3,PASS
Q102,What does the policy say about sharing confidential information?,It must not be shared with unauthorized parties.,Acceptable_Use_Policy.docx,2. Prohibited Activities,Yes,Acceptable_Use_Policy.docx | Acceptable_Use_Policy.docx_chunk_0000 || IT_Security_Policy.docx | IT_Security_Policy.docx_chunk_0009 || IT_Security_Policy.docx | IT_Security_Policy.docx_chunk_0008,"According to the *Acceptable_Use_Policy.docx*, sharing confidential information with unauthorized parties is a prohibited activity.",0.3360 || 0.3186 || 0.3115,,,,Acceptable_Use_Policy.docx || IT_Security_Policy.docx || IT_Security_Policy.docx,SUCCESS,1.0,0.8241512477397919,0.0,1.0,3,PASS
Q103,What activities are prohibited on company systems?,"Unauthorized access, bypassing security controls, unauthorized software installation, illegal activities, and unauthorized sharing of confidential information are prohibited.",Acceptable_Use_Policy.docx,2. Prohibited Activities,Yes,Acceptable_Use_Policy.docx | Acceptable_Use_Policy.docx_chunk_0001 || Acceptable_Use_Policy.docx | Acceptable_Use_Policy.docx_chunk_0000 || Acceptable_Use_Policy.docx | Acceptable_Use_Policy.docx_chunk_0002,"Based on the *Acceptable_Use_Policy.docx* document, the prohibited activities on company systems are:

* Unauthorized access to company systems
* Attempting to bypass security controls
* Installing unauthorized software on company devices
* Using company systems for illegal activities
* Sharing confidential information with unauthorized parties",0.6140 || 0.6127 || 0.5318,,,,Acceptable_Use_Policy.docx || Acceptable_Use_Policy.docx || Acceptable_Use_Policy.docx,SUCCESS,1.0,0.8442815840244293,1.0,1.0,3,PASS
Q104,Is attempting to bypass security controls allowed?,No.,Acceptable_Use_Policy.docx,2. Prohibited Activities,Yes,IT_Security_Policy.docx | IT_Security_Policy.docx_chunk_0009 || Acceptable_Use_Policy.docx | Acceptable_Use_Policy.docx_chunk_0000 || Acceptable_Use_Policy.docx | Acceptable_Use_Policy.docx_chunk_0001,"No, attempting to bypass security controls is prohibited (Acceptable_Use_Policy.docx).",0.4326 || 0.3540 || 0.3327,,,,IT_Security_Policy.docx || Acceptable_Use_Policy.docx || Acceptable_Use_Policy.docx,SUCCESS,1.0,1.0,0.0,0.0,3,PASS
Q105,Is unauthorized system access allowed?,No.,Acceptable_Use_Policy.docx,2. Prohibited Activities,Yes,Acceptable_Use_Policy.docx | Acceptable_Use_Policy.docx_chunk_0001 || Acceptable_Use_Policy.docx | Acceptable_Use_Policy.docx_chunk_0000 || IT_Security_Policy.docx | IT_Security_Policy.docx_chunk_0009,"No, unauthorized access to company systems is prohibited.

Source: `Acceptable_Use_Policy.docx`",0.4202 || 0.3950 || 0.3681,,,,Acceptable_Use_Policy.docx || Acceptable_Use_Policy.docx || IT_Security_Policy.docx,SUCCESS,1.0,1.0,0.5,0.0,3,PASS
Q106,What approval is needed before installing software not provided by the organization?,Appropriate approval from the organization.,Acceptable_Use_Policy.docx,"3–5. Software, Internet and Monitoring",Yes,Acceptable_Use_Policy.docx | Acceptable_Use_Policy.docx_chunk_0001 || Acceptable_Use_Policy.docx | Acceptable_Use_Policy.docx_chunk_0000 || Procurement_SOP.docx | Procurement_SOP.docx_chunk_0013,Employees should obtain appropriate approval before installing software that is not provided or approved by the organization (Acceptable_Use_Policy.docx).,0.5532 || 0.4382 || 0.4320,,,,Acceptable_Use_Policy.docx || Acceptable_Use_Policy.docx || Procurement_SOP.docx,SUCCESS,1.0,0.7919691503047943,1.0,1.0,3,PASS
Q107,How should internet resources be used?,Responsibly and in accordance with company security and professional conduct requirements.,Acceptable_Use_Policy.docx,"3–5. Software, Internet and Monitoring",Yes,Acceptable_Use_Policy.docx | Acceptable_Use_Policy.docx_chunk_0000 || Acceptable_Use_Policy.docx | Acceptable_Use_Policy.docx_chunk_0001 || Acceptable_Use_Policy.docx | Acceptable_Use_Policy.docx_chunk_0002,"Based on the *Acceptable_Use_Policy.docx* document, internet resources must be used responsibly and in accordance with company security and professional conduct requirements.",0.4192 || 0.4190 || 0.2184,,,,Acceptable_Use_Policy.docx || Acceptable_Use_Policy.docx || Acceptable_Use_Policy.docx,SUCCESS,1.0,0.707498162984848,1.0,1.0,3,PASS
Q108,Can company systems be monitored?,Yes.,Acceptable_Use_Policy.docx,"3–5. Software, Internet and Monitoring",Yes,Acceptable_Use_Policy.docx | Acceptable_Use_Policy.docx_chunk_0002 || Acceptable_Use_Policy.docx | Acceptable_Use_Policy.docx_chunk_0001 || Acceptable_Use_Policy.docx | Acceptable_Use_Policy.docx_chunk_0000,"Yes, company systems may be monitored in accordance with applicable organizational policies and legal requirements (*Acceptable_Use_Policy.docx*).",0.7704 || 0.6475 || 0.4696,,,,Acceptable_Use_Policy.docx || Acceptable_Use_Policy.docx || Acceptable_Use_Policy.docx,SUCCESS,1.0,1.0,1.0,0.0,3,PASS
Q109,Under what conditions may company systems be monitored?,In accordance with applicable organizational policies and legal requirements.,Acceptable_Use_Policy.docx,"3–5. Software, Internet and Monitoring",Yes,Acceptable_Use_Policy.docx | Acceptable_Use_Policy.docx_chunk_0002 || Acceptable_Use_Policy.docx | Acceptable_Use_Policy.docx_chunk_0001 || Acceptable_Use_Policy.docx | Acceptable_Use_Policy.docx_chunk_0000,"Based on the provided company documents (`Acceptable_Use_Policy.docx`), company systems may be monitored in accordance with applicable organizational policies and legal requirements.",0.7883 || 0.6458 || 0.4986,,,,Acceptable_Use_Policy.docx || Acceptable_Use_Policy.docx || Acceptable_Use_Policy.docx,SUCCESS,1.0,0.781044602394104,1.0,1.0,3,PASS
Q110,Must internet use comply with security and professional conduct requirements?,Yes.,Acceptable_Use_Policy.docx,"3–5. Software, Internet and Monitoring",Yes,Acceptable_Use_Policy.docx | Acceptable_Use_Policy.docx_chunk_0000 || IT_Security_Policy.docx | IT_Security_Policy.docx_chunk_0009 || Acceptable_Use_Policy.docx | Acceptable_Use_Policy.docx_chunk_0001,"Yes, internet resources must be used responsibly and in accordance with company security and professional conduct requirements, as stated in the *Acceptable_Use_Policy.docx* (Internet Usage section).",0.4978 || 0.4936 || 0.4915,,,,Acceptable_Use_Policy.docx || IT_Security_Policy.docx || Acceptable_Use_Policy.docx,SUCCESS,1.0,1.0,1.0,0.0,3,PASS
Q111,When must business travel receive authorization?,"Before bookings are made, except where emergency business circumstances require otherwise.",Travel_Policy.docx,1–2. Authorization and Booking,Yes,Travel_Policy.docx | Travel_Policy.docx_chunk_0015 || Travel_Policy.docx | Travel_Policy.docx_chunk_0017 || Travel_Policy.docx | Travel_Policy.docx_chunk_0016,"Based on the provided company documents (*Travel_Policy.docx*), business travel must receive appropriate authorization before bookings are made, except where emergency business circumstances require otherwise.",0.7100 || 0.5856 || 0.5152,,,,Travel_Policy.docx || Travel_Policy.docx || Travel_Policy.docx,SUCCESS,1.0,0.8133761584758759,1.0,1.0,3,PASS
Q112,What should employees use to book business travel?,The organization's approved travel booking process.,Travel_Policy.docx,1–2. Authorization and Booking,Yes,Travel_Policy.docx | Travel_Policy.docx_chunk_0015 || Travel_Policy.docx | Travel_Policy.docx_chunk_0016 || Travel_Policy.docx | Travel_Policy.docx_chunk_0017,"Based on the provided documents, employees should use the organization's approved travel booking process for flights, accommodation, and other eligible travel arrangements (Source 1 & 2, `Travel_Policy.docx`).",0.6028 || 0.5562 || 0.5361,,,,Travel_Policy.docx || Travel_Policy.docx || Travel_Policy.docx,SUCCESS,1.0,0.8785322904586792,1.0,1.0,3,PASS
Q113,Does travel authorization normally come before bookings?,Yes.,Travel_Policy.docx,1–2. Authorization and Booking,Yes,Travel_Policy.docx | Travel_Policy.docx_chunk_0015 || Travel_Policy.docx | Travel_Policy.docx_chunk_0017 || Travel_Policy.docx | Travel_Policy.docx_chunk_0016,"Yes, according to the *Travel_Policy.docx*, business travel must receive appropriate authorization before bookings are made, except in cases where emergency business circumstances require otherwise.",0.5846 || 0.5063 || 0.4591,,,,Travel_Policy.docx || Travel_Policy.docx || Travel_Policy.docx,SUCCESS,1.0,1.0,1.0,0.0,3,PASS
Q114,Which travel arrangements are covered by the approved booking process?,"Flights, accommodation, and other eligible travel arrangements.",Travel_Policy.docx,1–2. Authorization and Booking,Yes,Travel_Policy.docx | Travel_Policy.docx_chunk_0016 || Travel_Policy.docx | Travel_Policy.docx_chunk_0015 || Travel_Policy.docx | Travel_Policy.docx_chunk_0017,"Based on *Travel_Policy.docx*, the approved travel booking process covers flights, accommodation, and other eligible travel arrangements.",0.5896 || 0.5605 || 0.4690,,,,Travel_Policy.docx || Travel_Policy.docx || Travel_Policy.docx,SUCCESS,1.0,0.7922053337097168,1.0,1.0,3,PASS
Q115,Is emergency business travel an exception to prior authorization?,Yes.,Travel_Policy.docx,1–2. Authorization and Booking,Yes,Travel_Policy.docx | Travel_Policy.docx_chunk_0015 || Leave_Policy.docx | Leave_Policy.docx_chunk_0012 || Travel_Policy.docx | Travel_Policy.docx_chunk_0017,"Yes, emergency business travel is an exception where business travel does not need to receive appropriate authorization before bookings are made (Source 1: Travel_Policy.docx).",0.6384 || 0.4888 || 0.4785,,,,Travel_Policy.docx || Leave_Policy.docx || Travel_Policy.docx,SUCCESS,1.0,1.0,1.0,0.0,3,PASS
Q116,What transportation expenses may be reimbursed?,Reasonable transportation expenses incurred for approved business travel may be reimbursed according to organizational guidelines.,Travel_Policy.docx,"3–5. Transportation, Accommodation and Expenses",Yes,Travel_Policy.docx | Travel_Policy.docx_chunk_0016 || Travel_Policy.docx | Travel_Policy.docx_chunk_0017 || Travel_Policy.docx | Travel_Policy.docx_chunk_0015,"Based on the provided documents (`Travel_Policy.docx`), reasonable transportation expenses incurred for approved business travel may be reimbursed according to organizational guidelines.",0.6524 || 0.5723 || 0.4142,,,,Travel_Policy.docx || Travel_Policy.docx || Travel_Policy.docx,SUCCESS,1.0,0.9346964359283447,1.0,1.0,3,PASS
Q117,How should employees choose accommodation?,They should select reasonably priced accommodation that meets business requirements and reimbursement limits.,Travel_Policy.docx,"3–5. Transportation, Accommodation and Expenses",Yes,Travel_Policy.docx | Travel_Policy.docx_chunk_0016 || Travel_Policy.docx | Travel_Policy.docx_chunk_0015 || Attendance_Policy.docx | Attendance_Policy.docx_chunk_0004,"According to the *Travel_Policy.docx*, employees should select reasonably priced accommodation that meets business requirements and organizational reimbursement limits.",0.5450 || 0.4166 || 0.3181,,,,Travel_Policy.docx || Travel_Policy.docx || Attendance_Policy.docx,SUCCESS,1.0,0.9012408256530762,1.0,1.0,3,PASS
Q118,What must employees submit for eligible travel expenses?,Appropriate receipts and supporting documentation.,Travel_Policy.docx,"3–5. Transportation, Accommodation and Expenses",Yes,Travel_Policy.docx | Travel_Policy.docx_chunk_0017 || Travel_Policy.docx | Travel_Policy.docx_chunk_0016 || Travel_Policy.docx | Travel_Policy.docx_chunk_0015,"According to the *Travel_Policy.docx*, employees must submit eligible travel expenses with appropriate receipts and supporting documentation after completing the trip.",0.8019 || 0.7665 || 0.6300,,,,Travel_Policy.docx || Travel_Policy.docx || Travel_Policy.docx,SUCCESS,1.0,0.7634719014167786,1.0,1.0,3,PASS
Q119,When should travel expense claims be submitted?,After completing the trip.,Travel_Policy.docx,"3–5. Transportation, Accommodation and Expenses",Yes,Travel_Policy.docx | Travel_Policy.docx_chunk_0017 || Travel_Policy.docx | Travel_Policy.docx_chunk_0016 || Travel_Policy.docx | Travel_Policy.docx_chunk_0015,"Based on the provided documents (`Travel_Policy.docx`), employees must submit eligible travel expenses after completing the trip, along with appropriate receipts and supporting documentation.",0.7060 || 0.6437 || 0.5010,,,,Travel_Policy.docx || Travel_Policy.docx || Travel_Policy.docx,SUCCESS,1.0,0.6900427043437958,1.0,0.0,3,PASS
Q120,What supporting documentation is required for travel expense claims?,Appropriate receipts and supporting documentation.,Travel_Policy.docx,"3–5. Transportation, Accommodation and Expenses",Yes,Travel_Policy.docx | Travel_Policy.docx_chunk_0017 || Travel_Policy.docx | Travel_Policy.docx_chunk_0016 || Travel_Policy.docx | Travel_Policy.docx_chunk_0015,"Based on the provided documents (`Travel_Policy.docx`), employees must submit eligible travel expenses with appropriate receipts and supporting documentation after completing the trip.",0.7285 || 0.6379 || 0.5598,,,,Travel_Policy.docx || Travel_Policy.docx || Travel_Policy.docx,SUCCESS,1.0,0.7651863098144531,1.0,1.0,3,PASS
Q121,What must employees submit when they require products or services?,A procurement request describing the business requirement.,Procurement_SOP.docx,1–2. Request and Manager Approval,Yes,Procurement_SOP.docx | Procurement_SOP.docx_chunk_0013 || Procurement_SOP.docx | Procurement_SOP.docx_chunk_0014 || Acceptable_Use_Policy.docx | Acceptable_Use_Policy.docx_chunk_0000,"Based on the provided documents, employees requiring products or services should submit a procurement request describing the business requirement (Procurement_SOP.docx).",0.5318 || 0.4615 || 0.4609,,,,Procurement_SOP.docx || Procurement_SOP.docx || Acceptable_Use_Policy.docx,SUCCESS,1.0,0.8776894807815552,1.0,1.0,3,PASS
Q122,What should a procurement request describe?,The business requirement.,Procurement_SOP.docx,1–2. Request and Manager Approval,Yes,Procurement_SOP.docx | Procurement_SOP.docx_chunk_0013 || Procurement_SOP.docx | Procurement_SOP.docx_chunk_0014 || Travel_Policy.docx | Travel_Policy.docx_chunk_0015,"Based on the provided company documents (*Procurement_SOP.docx*), a procurement request should describe the business requirement.",0.7063 || 0.6525 || 0.3554,,,,Procurement_SOP.docx || Procurement_SOP.docx || Travel_Policy.docx,SUCCESS,1.0,0.7731949687004089,1.0,1.0,3,PASS
Q123,Is manager approval required before purchasing begins?,Yes.,Procurement_SOP.docx,1–2. Request and Manager Approval,Yes,Procurement_SOP.docx | Procurement_SOP.docx_chunk_0014 || Work_From_Home_Policy.docx | Work_From_Home_Policy.docx_chunk_0019 || Procurement_SOP.docx | Procurement_SOP.docx_chunk_0013,"Yes, manager approval is required before the purchasing process begins (Procurement_SOP.docx).",0.4845 || 0.3956 || 0.3906,,,,Procurement_SOP.docx || Work_From_Home_Policy.docx || Procurement_SOP.docx,SUCCESS,1.0,1.0,1.0,0.0,3,PASS
Q124,Who must approve a procurement request?,An appropriate manager.,Procurement_SOP.docx,1–2. Request and Manager Approval,Yes,Procurement_SOP.docx | Procurement_SOP.docx_chunk_0014 || Procurement_SOP.docx | Procurement_SOP.docx_chunk_0013 || Travel_Policy.docx | Travel_Policy.docx_chunk_0015,"Based on `Procurement_SOP.docx`, procurement requests require appropriate manager approval before the purchasing process begins.",0.6806 || 0.6761 || 0.4338,,,,Procurement_SOP.docx || Procurement_SOP.docx || Travel_Policy.docx,SUCCESS,1.0,0.6326155811548233,1.0,0.0,3,PASS
Q125,When must manager approval be obtained?,Before the purchasing process begins.,Procurement_SOP.docx,1–2. Request and Manager Approval,Yes,Work_From_Home_Policy.docx | Work_From_Home_Policy.docx_chunk_0019 || Leave_Policy.docx | Leave_Policy.docx_chunk_0011 || Procurement_SOP.docx | Procurement_SOP.docx_chunk_0013,"Based on the provided company documents, manager approval must be obtained in the following situations:

* **Work-from-home arrangements:** Requests should be submitted to the employee's manager before the planned remote-working period (*Work_From_Home_Policy.docx*).
* **Leave requests:** Leave requests are subject to manager approval and operational requirements (*Leave_Policy.docx*).
* **Procurement requests:** Procurement requests require appropriate manager approval before the purchasing process begins (*Procurement_SOP.docx*).",0.5580 || 0.4585 || 0.3876,,,,Work_From_Home_Policy.docx || Leave_Policy.docx || Procurement_SOP.docx,SUCCESS,1.0,0.6417484432458878,1.0,1.0,3,PASS
Q126,What factors should procurement personnel consider when evaluating vendors?,"Price, quality, delivery requirements, and organizational needs.",Procurement_SOP.docx,"3–5. Vendor, Purchase and Documentation",Yes,Procurement_SOP.docx | Procurement_SOP.docx_chunk_0014 || Procurement_SOP.docx | Procurement_SOP.docx_chunk_0013 || Acceptable_Use_Policy.docx | Acceptable_Use_Policy.docx_chunk_0000,"Based on `Procurement_SOP.docx`, procurement personnel should evaluate suitable vendors based on factors such as:
- Price
- Quality
- Delivery requirements
- Organizational needs",0.7465 || 0.6300 || 0.3539,,,,Procurement_SOP.docx || Procurement_SOP.docx || Acceptable_Use_Policy.docx,SUCCESS,1.0,0.7977198958396912,1.0,1.0,3,PASS
Q127,Must purchases receive authorization before an order is placed?,Yes.,Procurement_SOP.docx,"3–5. Vendor, Purchase and Documentation",Yes,Procurement_SOP.docx | Procurement_SOP.docx_chunk_0014 || Travel_Policy.docx | Travel_Policy.docx_chunk_0015 || Work_From_Home_Policy.docx | Work_From_Home_Policy.docx_chunk_0019,"Yes, according to `Procurement_SOP.docx`, purchases must receive the required authorization before an order is placed.",0.3876 || 0.3777 || 0.2775,,,,Procurement_SOP.docx || Travel_Policy.docx || Work_From_Home_Policy.docx,SUCCESS,1.0,1.0,1.0,0.0,3,PASS
Q128,What records should procurement documentation include?,"The request, approval information, vendor details, purchase documentation, and relevant invoices.",Procurement_SOP.docx,"3–5. Vendor, Purchase and Documentation",Yes,Procurement_SOP.docx | Procurement_SOP.docx_chunk_0014 || Procurement_SOP.docx | Procurement_SOP.docx_chunk_0013 || Acceptable_Use_Policy.docx | Acceptable_Use_Policy.docx_chunk_0000,"Based on `Procurement_SOP.docx`, procurement records should include:
- The request
- Approval information
- Vendor details
- Purchase documentation
- Relevant invoices",0.6607 || 0.5821 || 0.3191,,,,Procurement_SOP.docx || Procurement_SOP.docx || Acceptable_Use_Policy.docx,SUCCESS,1.0,0.8465029001235962,1.0,1.0,3,PASS
Q129,Should vendor details be included in procurement records?,Yes.,Procurement_SOP.docx,"3–5. Vendor, Purchase and Documentation",Yes,Procurement_SOP.docx | Procurement_SOP.docx_chunk_0014 || Procurement_SOP.docx | Procurement_SOP.docx_chunk_0013 || Acceptable_Use_Policy.docx | Acceptable_Use_Policy.docx_chunk_0001,"Yes, according to `Procurement_SOP.docx`, procurement records should include the request, approval information, vendor details, purchase documentation, and relevant invoices (Procurement_SOP.docx, Chunk ID: Procurement_SOP.docx_chunk_0014).",0.6531 || 0.5136 || 0.2602,,,,Procurement_SOP.docx || Procurement_SOP.docx || Acceptable_Use_Policy.docx,SUCCESS,1.0,1.0,1.0,0.0,3,PASS
